date,num_customers,sessions,avg_session_minutes,promo_flag,holiday_flag,revenue
2024-02-11,94,92,72.26967531793119,0,1,1008953.2803728647
2024-02-12,78,78,102.61921500713991,0,0,1205404.2960067708
2024-02-13,72,71,80.94267699137382,1,0,1111542.5131327633
2024-02-14,74,76,83.46233661351181,0,0,1191044.4836539624
2024-02-15,96,100,84.04338705956508,0,0,1563434.3121189673
2024-02-16,83,79,103.74438093170818,0,0,1219310.9785242553
2024-02-17,89,83,68.64325786021304,1,1,1569382.9931558978
2024-02-18,93,84,121.37748533659993,0,1,1260014.8844993832
2024-02-19,75,76,100.56056809066052,0,0,943346.2409858296
2024-02-20,72,68,92.23238914129159,0,0,1300072.840660852
2024-02-21,89,79,89.45105999383713,0,0,1196415.5573671854
2024-02-22,78,79,92.85554074857657,0,0,1390118.5768199845
2024-02-23,68,76,95.21122428379338,0,0,914797.1951284583
2024-02-24,99,98,96.45215585950056,0,1,1578588.9275581832
2024-02-25,80,83,95.55604466003449,0,1,1036155.7690098766
2024-02-26,104,104,90.8958068125525,0,0,1657979.5471640574
2024-02-27,80,79,88.02661579692673,0,0,1153115.4205699505
2024-02-28,74,77,88.48726716346488,0,0,1068372.8473980008
2024-02-29,83,81,88.0509171964732,0,0,1336137.4615657968
2024-03-01,60,60,101.33770096867065,0,0,849332.7325714574
2024-03-02,94,95,95.93556722280861,0,1,1168357.2745706895
2024-03-03,69,66,60.59611365335719,0,1,1129554.1509754541
2024-03-04,85,89,96.55900776529761,0,0,1099677.2097327039
2024-03-05,73,72,91.94736194718774,0,0,1162870.3711698854
2024-03-06,76,73,89.81291243554102,0,0,1273105.9274015545
2024-03-07,83,85,86.11481546911114,0,0,1188901.2133789787
2024-03-08,66,63,101.24112719986013,0,0,1130463.517878104
2024-03-09,75,75,99.47526462122858,0,1,1190040.8005612732
2024-03-10,85,84,82.27122332176391,0,1,1168533.2027178493
2024-03-11,80,84,94.07052287124534,0,0,1401805.7763263148
2024-03-12,84,85,80.28343265458714,0,0,1087379.2205530042
2024-03-13,85,84,76.20381835211069,0,0,1217364.8342247545
2024-03-14,97,100,83.73282775410036,0,0,1418977.4352880653
2024-03-15,76,81,98.62393472382759,0,0,1222794.6022992975
2024-03-16,96,98,99.53125045376086,0,1,1632746.87378746
2024-03-17,73,73,95.13085420097293,0,1,1233336.8105770166
2024-03-18,89,83,97.25095786847997,0,0,1370844.4807958037
2024-03-19,81,76,95.16178287114958,0,0,1174136.764569212
2024-03-20,66,64,83.58518404777048,0,0,773073.0720946376
2024-03-21,94,91,94.31922544673941,0,0,1187646.5214261774
2024-03-22,76,75,98.00409525227683,1,0,1658014.165122082
2024-03-23,93,93,97.54291329813574,0,1,1087641.549292075
2024-03-24,84,86,101.88913371474644,0,1,1141385.014741793
2024-03-25,70,69,97.08303847201064,0,0,1194220.3915383115
2024-03-26,83,85,93.51448207541583,0,0,1276331.1669000867
2024-03-27,66,66,100.70150238316427,0,0,1100251.7544354761
2024-03-28,81,72,89.7347874075094,0,0,1294144.3736152647
2024-03-29,84,80,81.18125348772283,0,0,1482200.879648966
2024-03-30,86,85,88.36933036056236,0,1,1335732.1439602443
2024-03-31,75,70,82.55097355193551,0,1,1214565.443435454
2024-04-01,84,86,83.24821725025619,0,0,1150493.9243527788
2024-04-02,84,90,88.55481329284483,0,0,1348653.5459074143
2024-04-03,66,70,82.07580079000039,0,0,942940.2195588796
2024-04-04,73,72,86.9203847036096,0,0,1035461.8889473344
2024-04-05,93,99,71.06385333046214,0,0,1544776.7163519308
2024-04-06,88,88,92.13293707372938,0,1,1462817.1427678033
2024-04-07,82,80,90.01205475362224,0,1,1479214.0621881292
2024-04-08,71,68,81.82911368931809,0,0,1272453.0351051365
2024-04-09,74,72,96.59245668432405,0,0,1232186.3794929888
2024-04-10,84,82,99.37570137626558,0,0,999868.6237322091
2024-04-11,95,95,73.92440135631026,0,0,1737533.448084398
2024-04-12,78,78,82.37275221433785,0,0,1298882.6609615572
2024-04-13,74,74,82.30857650212701,0,1,1007987.4360005044
2024-04-14,91,92,80.60096898891135,0,1,1484395.319681184
2024-04-15,70,74,98.29474841931749,0,0,919304.5166386962
2024-04-16,97,101,88.06173861227197,0,0,1563012.818971161
2024-04-17,82,75,87.35485158689389,0,0,1035718.541937463
2024-04-18,69,60,69.96137635593246,1,0,1121543.1283544397
2024-04-19,92,96,96.35418030209226,0,0,1497564.263795607
2024-04-20,85,79,77.60741605146528,1,1,1726982.0060134954
2024-04-21,76,75,90.59932630266329,0,1,1184519.7623705452
2024-04-22,89,83,92.77376937958192,0,0,1289155.7844025872
2024-04-23,91,82,103.60658595838652,0,0,1018584.9008762169
2024-04-24,80,82,76.91179600880888,1,0,1403881.153980245
2024-04-25,89,92,59.80487844179174,0,0,1420464.3093072895
2024-04-26,85,82,91.83849544753694,0,0,1226534.938791846
2024-04-27,93,80,108.00511181510853,0,1,1391220.4526607944
2024-04-28,77,74,102.38946352939438,0,1,1129273.418946576
2024-04-29,82,83,92.09659415274626,0,0,1182516.1622495565
2024-04-30,79,73,85.08363814367952,0,0,1195789.7648522854
2024-05-01,74,74,98.0712259663731,0,0,1073677.0816572923
2024-05-02,53,52,80.26453800295532,0,0,932689.8234164872
2024-05-03,89,91,94.7635776935622,0,0,981531.700488926
2024-05-04,68,68,95.05470159166627,0,1,953188.8674771402
2024-05-05,88,83,100.6020990749888,0,1,1182151.4141948717
2024-05-06,83,87,117.59660038911078,1,0,1533282.148374169
2024-05-07,60,59,93.92415967178766,0,0,908331.6368753776
2024-05-08,81,80,84.91036374292501,0,0,1451515.7542059068
2024-05-09,80,76,89.74425687808005,0,0,1480964.4549548824
2024-05-10,88,86,72.30924095110882,0,0,1197543.5806376357
2024-05-11,78,74,83.05286868910942,0,1,1170070.2091307216
2024-05-12,90,89,85.90717561886896,0,1,1381801.3155417456
2024-05-13,78,84,84.75911602065408,0,0,1057986.949733438
2024-05-14,70,65,91.52354872033722,0,0,1129176.1365407405
2024-05-15,81,74,81.775800676178,1,0,1416095.7907608852
2024-05-16,84,90,101.21030667324472,0,0,1098573.6105891322
2024-05-17,101,99,90.00207064918197,0,0,1464174.4822843424
2024-05-18,81,78,89.90699678861385,1,1,1283446.8567532962
2024-05-19,78,82,86.72105283487082,0,1,1315545.2148504634
2024-05-20,76,73,91.55190683858979,0,0,1400133.30609955
2024-05-21,59,64,98.25098264667635,0,0,910999.8175076001
2024-05-22,91,94,81.32869784289099,0,0,1383227.1346071265
2024-05-23,79,77,83.41883510924744,0,0,1206676.2238495091
2024-05-24,80,88,86.96273971223336,0,0,1370241.7001671174
2024-05-25,70,67,76.54129076526785,1,1,1435497.6893438941
2024-05-26,77,79,81.80742140278502,0,1,1138970.4153992152
2024-05-27,84,85,85.23779126455341,0,0,1298191.5970197187
2024-05-28,77,82,98.74389180712727,0,0,1245456.7920347431
2024-05-29,80,86,92.62561329001925,1,0,1243407.607508033
2024-05-30,84,84,91.93589911367545,0,0,1443346.3654979728
2024-05-31,63,60,98.50897962167971,0,0,1141729.9364651674
2024-06-01,98,100,88.62628211600604,0,1,1675511.6632936802
2024-06-02,77,74,93.9046484992889,0,1,982360.6838502227
2024-06-03,79,86,88.96778247067503,0,0,904865.9352394361
2024-06-04,98,98,92.65362349399628,0,0,1595017.974008563
2024-06-05,71,69,84.17241342388418,0,0,967847.7884226454
2024-06-06,66,66,65.61182841723571,0,0,1024111.4424698106
2024-06-07,66,61,88.65720837813696,0,0,1172375.667936897
2024-06-08,63,59,104.2274813609994,0,1,870501.2829964204
2024-06-09,90,95,99.26215402241593,0,1,1288836.1456617485
2024-06-10,89,86,99.6539748459117,0,0,1379331.0202086484
2024-06-11,68,64,102.36130721806218,0,0,861184.820066175
2024-06-12,83,85,90.88657590961438,0,0,1131776.284316722
2024-06-13,86,91,91.97315707405596,0,0,1293847.9415806965
2024-06-14,74,76,83.8234810456565,0,0,1069979.4114734756
2024-06-15,87,91,86.8392714397295,0,1,1400276.654244959
2024-06-16,77,74,96.15771149771142,0,1,1538364.7745612822
2024-06-17,76,70,102.03884437168816,0,0,1153562.1248323994
2024-06-18,91,97,88.60553724319,0,0,1227127.583238974
2024-06-19,87,85,85.49810735148588,0,0,1527096.4395550345
2024-06-20,67,66,90.00527958856597,0,0,813388.4918763813
2024-06-21,80,85,96.01206748929116,0,0,999997.2233718085
2024-06-22,75,77,75.56145183866458,0,1,1044661.0357825573
2024-06-23,77,78,67.03819046862762,0,1,1115791.90053598
2024-06-24,94,104,84.49463150508416,1,0,1566303.471577546
2024-06-25,75,72,77.79287574085842,0,0,1120745.836202892
2024-06-26,100,104,84.9185980235269,0,0,1549453.5424943422
2024-06-27,83,83,88.52219681182528,0,0,1404702.5545701056
2024-06-28,74,74,85.46751590976987,0,0,1122146.278075992
2024-06-29,85,91,104.52467534470745,0,1,1189022.2241026494
2024-06-30,88,90,93.2674476460232,0,1,1480719.8292120027
2024-07-01,66,67,93.00474359610828,0,0,892855.4014832604
2024-07-02,61,64,96.22207144043402,0,0,735740.2185235319
2024-07-03,78,76,78.61166882219231,0,0,1339316.2249137976
2024-07-04,76,72,100.39111787420269,0,0,1296205.523890141
2024-07-05,69,65,89.2423571346454,0,0,936596.53968825
2024-07-06,83,74,96.70480617241212,0,1,1185374.6312391537
2024-07-07,65,71,79.28142766959844,0,1,867719.4771963983
2024-07-08,64,60,74.46241233983936,0,0,997627.1098635034
2024-07-09,86,85,98.17889658025028,0,0,1558121.230303779
2024-07-10,77,75,93.76409526097517,0,0,1252419.4172852838
2024-07-11,77,78,80.9794844564249,0,0,1298551.4354620082
2024-07-12,88,91,81.30336918725305,0,0,1449844.967739856
2024-07-13,78,81,101.2543478441477,0,1,1169983.2715423033
2024-07-14,67,65,78.10588107132672,0,1,1135650.8568121046
2024-07-15,61,60,106.42672953255963,1,0,1196165.2269693904
2024-07-16,67,67,80.99379265352131,0,0,1178597.1532474682
2024-07-17,87,85,96.38391925608383,0,0,1233034.635814069
2024-07-18,104,112,86.71381524251015,0,0,1234625.5010771037
2024-07-19,74,75,96.03187431082343,0,0,1249227.4351810939
2024-07-20,64,66,84.55885997885807,0,1,1000293.4487738179
2024-07-21,83,85,88.37207093927705,0,1,1200770.7126120073
2024-07-22,79,83,90.40919175395722,0,0,1150850.2700898747
2024-07-23,82,82,79.97812544218527,0,0,1607071.7017031522
2024-07-24,59,55,97.40824345420125,0,0,816798.9279008604
2024-07-25,79,80,84.86786433528415,0,0,1063660.2697692954
2024-07-26,74,71,87.71400084659982,0,0,1121359.8599013144
2024-07-27,79,76,80.05650625391488,0,1,1352865.8028477551
2024-07-28,82,84,64.3766634120469,0,1,1566292.133211714
2024-07-29,85,90,88.08972237399831,0,0,1375576.8393986044
2024-07-30,75,75,114.12615421612915,0,0,953494.8195627768
2024-07-31,85,86,97.84604287898024,0,0,1576542.2334198232
2024-08-01,94,102,89.80739620265605,1,0,1688047.0753393862
2024-08-02,100,101,87.37109170791733,1,0,1619054.7627106865
2024-08-03,83,93,90.22465892812046,0,1,1083738.7669093565
2024-08-04,97,99,95.4711911517521,0,1,1601022.9943959704
2024-08-05,59,53,78.19187184691155,0,0,910363.6808129972
2024-08-06,77,79,101.14321694668872,0,0,1202827.447244695
2024-08-07,82,83,97.15381315441245,0,0,1419887.8603750172
2024-08-08,90,95,97.18185725707934,0,0,1220050.9561754377
2024-08-09,78,80,94.38475738809727,0,0,1361808.1098096203
2024-08-10,91,90,90.1961665769399,0,1,1279962.0305263936
2024-08-11,79,74,96.7286123596682,0,1,1492721.848570337
2024-08-12,101,99,95.91814133741379,0,0,1623850.7531075529
2024-08-13,72,68,86.45959289058976,0,0,960737.0865409814
2024-08-14,83,80,84.26398227103098,0,0,942402.5383519204
2024-08-15,67,68,91.01856295261987,0,0,1102556.3215068486
2024-08-16,80,86,105.49020151495188,0,0,1146118.0402574136
2024-08-17,80,81,77.60892924346099,1,1,1413118.2479866268
2024-08-18,81,76,75.3247473424756,0,1,1326711.3781375848
2024-08-19,92,94,91.64760841236517,0,0,1547324.5296271085
2024-08-20,68,72,90.50887701856018,0,0,1169782.1456979213
2024-08-21,87,84,91.73341664370409,0,0,1121019.8511072323
2024-08-22,85,84,92.439531979085,0,0,1493161.896692562
2024-08-23,69,69,87.76797745365195,1,0,1155699.083097499
2024-08-24,76,73,104.89863438602082,0,1,831345.0089264427
2024-08-25,77,79,73.99096021523485,1,1,1190001.8015102372
2024-08-26,94,93,81.71502975219754,0,0,1446889.84558883
2024-08-27,80,81,88.96745239850952,0,0,1059050.748564316
2024-08-28,77,73,73.56811188845833,0,0,1142797.0365722005
2024-08-29,80,78,88.24145595567929,0,0,1248708.3582042016
2024-08-30,79,81,106.61470165728018,0,0,1159206.9956778595
2024-08-31,80,78,90.20886488295962,0,1,1128812.9753486328
2024-09-01,83,90,92.30700905718683,1,1,1269775.2098274708
2024-09-02,64,62,77.3983523482742,0,0,962527.9267064063
2024-09-03,68,68,83.83638591960522,0,0,767249.2157596285
2024-09-04,69,72,86.24803619676064,0,0,949799.043218448
2024-09-05,71,65,86.82284903243766,0,0,946429.1908620347
2024-09-06,93,84,102.81643795003768,0,0,1354928.3150574076
2024-09-07,84,77,95.57691060725125,0,1,1227744.5343444385
2024-09-08,71,75,78.88542043062968,0,1,1187682.4629926325
2024-09-09,70,68,92.46504778432005,0,0,1249518.1369334494
2024-09-10,70,78,94.98221748496785,0,0,909159.8661301418
2024-09-11,68,66,101.40149038521267,0,0,1263922.7133330517
2024-09-12,72,72,105.80540686568374,0,0,979003.2903020225
2024-09-13,80,86,79.84905808172131,0,0,1224843.856740925
2024-09-14,83,91,81.89142488789662,0,1,1321322.9305787587
2024-09-15,62,68,77.42422141085383,0,1,1202815.4351882078
2024-09-16,89,94,87.65980140893019,0,0,1248126.3694904211
2024-09-17,71,74,94.66358374446335,0,0,835376.8819414048
2024-09-18,77,79,99.87334516589102,0,0,1361566.5945687473
2024-09-19,83,86,89.24048976357477,0,0,1120493.990315962
2024-09-20,79,76,86.80152476745155,0,0,1133582.1038421507
2024-09-21,56,53,91.5175799224874,0,1,727330.8348842415
2024-09-22,80,79,81.64857098369977,1,1,1378015.988017147
2024-09-23,67,66,110.89538721694774,0,0,903648.7807336239
2024-09-24,81,79,73.92338972881942,0,0,1313625.2168449378
2024-09-25,74,76,91.84740578895725,0,0,1120761.4450789676
2024-09-26,72,75,110.2360621922964,0,0,991735.2511843377
2024-09-27,68,68,90.06799844559998,0,0,1141894.7299430529
2024-09-28,82,88,88.09960964998506,0,1,1267637.5203995707
2024-09-29,88,82,86.42554577189573,0,1,1027585.9571296616
2024-09-30,65,64,88.19608318237592,0,0,1082605.2877478634
2024-10-01,82,79,103.7284847467653,0,0,1257286.4996566488
2024-10-02,78,70,67.88138088670493,0,0,1365258.8412578527
2024-10-03,74,73,105.33433701296326,0,0,1126505.80118884
2024-10-04,84,83,75.76042847549854,0,0,1140293.5461941797
2024-10-05,83,89,87.33347670765585,0,1,1214478.2772047056
2024-10-06,66,68,85.70755579701338,0,1,1085505.6165086296
2024-10-07,73,69,95.88553269770719,0,0,993725.1503553066
2024-10-08,71,77,74.01875648116253,0,0,1008730.070607654
2024-10-09,65,68,94.62172666081943,0,0,949062.4361401092
2024-10-10,78,80,110.24309623286852,0,0,1008628.2259256914
2024-10-11,67,66,76.3682599540719,0,0,913787.3949897939
2024-10-12,89,84,91.89706167610396,0,1,1362642.5407270312
2024-10-13,70,68,83.3801782220339,0,1,1201512.196204279
2024-10-14,96,101,94.25887206193036,0,0,1494802.9989579702
2024-10-15,82,89,90.19147777415752,1,0,1467877.053740559
2024-10-16,88,94,83.58513090955691,0,0,1188326.709405954
2024-10-17,75,73,94.87872284871074,0,0,1272846.6555822315
2024-10-18,80,75,108.04348109786743,0,0,1262424.7919923454
2024-10-19,67,67,88.09096208272702,0,1,919768.3905195796
2024-10-20,74,67,97.19757942148182,0,1,1229699.9746968288
2024-10-21,69,70,77.06727042128836,0,0,1104499.4710396
2024-10-22,81,80,80.43563623181991,0,0,1096387.2750624027
2024-10-23,76,74,94.72406277880377,0,0,1126131.4545430574
2024-10-24,75,69,104.84116028535965,0,0,1058475.6816872035
2024-10-25,73,74,93.5561334878566,0,0,1441046.8853201529
2024-10-26,87,84,86.86941969476845,0,1,1388271.248697478
2024-10-27,79,74,89.99291405423354,0,1,1211557.5641994197
2024-10-28,76,65,77.49592266030282,0,0,1204660.3060712942
2024-10-29,68,67,96.04515326355367,0,0,1188809.500795374
2024-10-30,98,106,98.82333062323409,0,0,1455291.7425210548
2024-10-31,63,68,85.4790966716692,0,0,878104.2856220232
2024-11-01,82,80,85.29957852240499,0,0,1354616.204467179
2024-11-02,69,66,92.65878229652049,0,1,1013271.8849026371
2024-11-03,71,72,85.63280263959405,0,1,928267.3769435118
2024-11-04,70,66,89.33867385374178,0,0,890649.5095987367
2024-11-05,84,85,110.99721789166516,0,0,1491229.6384869374
2024-11-06,76,78,87.52974299254004,0,0,1158008.9767545583
2024-11-07,77,81,86.41659847978778,0,0,1073285.9605786533
2024-11-08,78,77,83.52458194364841,0,0,1137099.3784896943
2024-11-09,79,78,97.44191971499937,0,1,1299818.6389007876
2024-11-10,87,83,88.18775826781896,0,1,1259052.6962191358
2024-11-11,77,73,83.50626961678574,0,0,954110.4255360098
2024-11-12,94,92,103.21304032273012,0,0,1465132.2721834288
2024-11-13,83,84,104.19603004513637,0,0,1425527.1639454903
2024-11-14,69,72,83.99576434261294,0,0,1176769.8682921536
2024-11-15,83,79,71.33460048639384,0,0,1161436.1072422955
2024-11-16,93,99,100.07513689836922,0,1,1607459.502691133
2024-11-17,69,68,83.15370174239996,0,1,1061448.3867300155
2024-11-18,73,72,97.90625599162769,0,0,1258086.7609856648
2024-11-19,87,83,70.29896182288164,0,0,1394839.3888983997
2024-11-20,76,66,98.92597338299309,0,0,931845.5519278508
2024-11-21,67,69,77.8882807071922,0,0,1215656.7158635065
2024-11-22,68,70,97.30764119066525,0,0,1026338.343386752
2024-11-23,88,86,90.14273067836434,0,1,1411364.1417079484
2024-11-24,72,72,80.46060580603356,0,1,905811.8161500491
2024-11-25,86,88,85.9296368707322,0,0,1368224.5422120844
2024-11-26,85,78,96.86318456956701,0,0,1443747.943109627
2024-11-27,73,71,91.05894453115235,0,0,1349301.0922290303
2024-11-28,71,73,95.84412980472484,0,0,1243971.093774837
2024-11-29,82,76,109.76440584515485,0,0,1311803.5663024355
2024-11-30,79,80,74.35758388288949,0,1,965389.5403538594
2024-12-01,69,64,106.17212574968624,0,1,1051428.2805797798
2024-12-02,80,81,91.04355937523214,0,0,1114678.622609338
2024-12-03,97,96,81.01215951676872,0,0,1496027.1369429165
2024-12-04,86,79,76.6968637426101,0,0,1101712.7610833186
2024-12-05,82,86,88.10879609222967,0,0,1198979.3644099154
2024-12-06,78,75,99.2165011192446,0,0,1097387.495033628
2024-12-07,79,75,88.72450879622465,0,1,1107050.7441811732
2024-12-08,92,92,105.11154930247348,0,1,1290868.087599865
2024-12-09,82,86,75.48824309948441,0,0,1209947.8438610951
2024-12-10,61,57,89.87911052153946,0,0,946424.1845434727
2024-12-11,89,89,77.47606555586881,0,0,934741.3272229935
2024-12-12,75,76,93.63631882624968,0,0,804181.5643943883
2024-12-13,81,83,98.868873900973,0,0,1165618.8026393906
2024-12-14,76,76,85.79238206318946,0,1,1112945.194684272
2024-12-15,86,84,63.95786143372866,0,1,1319274.41633029
2024-12-16,72,69,91.98948146796495,0,0,985693.6628106333
2024-12-17,69,69,94.3673855173351,0,0,1036175.5770976171
2024-12-18,80,75,94.04294754961698,1,0,1461863.20982712
2024-12-19,95,81,102.35782191822155,0,0,1299390.5654360044
2024-12-20,82,83,79.28946320350951,0,0,1379586.0792889865
2024-12-21,69,72,96.8021610545045,0,1,1056981.6998827185
2024-12-22,80,70,101.92507512477975,0,1,1278762.3977467138
2024-12-23,63,59,72.21412415993484,0,0,952807.1059275889
2024-12-24,72,74,93.19651825918977,0,0,1352636.034156799
2024-12-25,71,78,84.95820168992329,0,0,1141219.545433236
2024-12-26,82,82,89.18477326898355,0,0,1157972.1865278136
2024-12-27,88,84,93.47676483538336,0,0,1450041.154483955
2024-12-28,81,80,85.12771435886448,0,1,976237.2030348172
2024-12-29,77,82,83.24291920838388,1,1,1405891.9156867927
2024-12-30,69,66,90.34152417488025,0,0,1074639.7080294252
2024-12-31,77,73,79.12754061137197,0,0,1173159.4776241076
2025-01-01,84,81,79.14174871114815,0,0,1209532.6347291602
2025-01-02,86,81,96.79373282956503,0,0,1133300.08436163
2025-01-03,72,72,78.51205964841344,0,0,977700.6272381953
2025-01-04,89,96,96.66312500909211,0,1,1351352.4015828308
2025-01-05,84,85,94.6259129285395,0,1,1091635.8920568875
2025-01-06,66,65,72.74193271209404,0,0,1200295.912738896
2025-01-07,86,84,83.22435347664344,0,0,881189.0392375943
2025-01-08,90,82,101.94109403047372,0,0,1297603.065457774
2025-01-09,84,87,80.18834468860318,0,0,1276690.913433084
2025-01-10,74,73,85.35595737690612,0,0,1177588.4675873942
2025-01-11,72,71,94.62060893251896,0,1,961296.1553467894
2025-01-12,71,82,97.83390509282596,0,1,1209962.8746589136
2025-01-13,78,79,87.48461113955504,0,0,974306.1214486656
2025-01-14,89,85,84.02489805308359,0,0,1244306.2001050676
2025-01-15,73,71,104.22369861698508,1,0,1411879.4745164595
2025-01-16,82,86,107.3889966379758,0,0,1383531.8321634103
2025-01-17,83,83,99.78858050781795,0,0,1035242.206320664
2025-01-18,81,75,90.85318142565023,0,1,1600646.36404253
2025-01-19,87,90,81.91734278359074,0,1,1164452.821208015
2025-01-20,92,88,81.69555593443435,0,0,1162702.5817213992
2025-01-21,93,101,95.22514105265758,0,0,1479154.4728828433
2025-01-22,78,82,94.18398220888683,0,0,1121099.5991171633
2025-01-23,74,72,104.01598592946429,1,0,1252710.9983636471
2025-01-24,83,88,96.50450092536138,1,0,1600787.0666410995
2025-01-25,69,69,74.96919698240183,0,1,845309.8752488662
2025-01-26,70,72,100.51947617722918,0,1,835531.0656031875
2025-01-27,68,69,80.01939372685587,0,0,946875.3801064688
2025-01-28,74,70,86.16028728047648,0,0,1253576.511695183
2025-01-29,84,81,92.50200206251695,1,0,1411472.2075631847
2025-01-30,72,75,109.95667489783965,0,0,1287250.7063149086
2025-01-31,69,67,121.09918556005361,0,0,1184166.0333375488
2025-02-01,92,90,96.06723059136183,1,1,1712227.0657853277
2025-02-02,83,79,88.16803381279612,0,1,1295754.7445905888
2025-02-03,78,79,95.3450564848055,0,0,1209593.1685523666
2025-02-04,80,88,98.87655425873837,0,0,1222999.3529302224
2025-02-05,70,66,86.79332374442808,0,0,1003853.5461177494
2025-02-06,65,65,107.95211355912322,0,0,945728.023514762
2025-02-07,73,78,92.30070759191402,0,0,954407.2354237348
2025-02-08,74,73,94.97743089091394,0,1,815622.300466548
2025-02-09,86,87,96.65924252054461,0,1,1460910.1303168614
2025-02-10,82,77,94.21586610614456,0,0,1253211.3452695098
2025-02-11,84,85,98.38940500469613,0,0,1260939.156970014
2025-02-12,86,85,83.82746813453076,0,0,1351679.9242184
2025-02-13,82,86,84.4169824605397,0,0,1107728.5356724574
2025-02-14,80,84,78.99845767028305,0,0,1055847.0412726416
2025-02-15,76,85,94.39501230620226,0,1,1101191.9339048287
2025-02-16,67,68,97.78936503512114,0,1,1169992.6769007158
2025-02-17,86,87,94.57772866151886,0,0,1109078.888789264
2025-02-18,85,85,106.74492433347538,1,0,1047670.8004900207
2025-02-19,73,71,89.94403981170953,1,0,1231785.475842019
2025-02-20,89,90,96.68741655592513,0,0,1518060.5265808762
2025-02-21,74,72,79.08299123860685,0,0,879225.1359560001
2025-02-22,76,76,86.12900297525599,0,1,978537.2029970312
2025-02-23,95,101,96.95537757565778,0,1,1470066.4926388669
2025-02-24,100,94,98.49102110743144,0,0,1962583.2663855602
2025-02-25,71,75,87.06033052335818,1,0,1069704.6585148226
2025-02-26,92,98,89.28400748141934,0,0,1148667.714452906
2025-02-27,89,88,74.82126253319191,0,0,1389259.4786880375
2025-02-28,85,75,86.42970799193391,0,0,1459315.1893190367
2025-03-01,73,70,98.90383163519786,0,1,1012993.4292004016
2025-03-02,99,105,95.75205016106567,0,1,1196067.5613790294
2025-03-03,71,70,95.00665721381209,0,0,1120433.1504292751
2025-03-04,95,90,90.49773687180961,0,0,1530137.8789388083
2025-03-05,85,82,90.07063158628176,0,0,1547134.234360352
2025-03-06,99,103,83.39678860526553,0,0,1602067.9754161863
2025-03-07,91,93,96.98828420202534,0,0,1500637.2233097958
2025-03-08,75,74,94.20972944389389,0,1,1089610.4055778328
2025-03-09,72,70,94.92018847992799,0,1,1396418.9627451631
2025-03-10,64,62,84.7396515733242,0,0,914134.0403802082
2025-03-11,76,72,68.46657080128756,0,0,1056289.05379087
2025-03-12,63,68,100.97152711753695,1,0,1380238.790112012
2025-03-13,81,79,85.21162543991596,0,0,1000056.2047370492
2025-03-14,75,79,81.37224235956879,0,0,875599.8680887314
2025-03-15,93,100,96.93478911913994,0,1,1415013.8291777864
